FDS Case,Wall Clock Time (s),CPU Time (s),Number of Cells,Number of Time Steps,Performance Metric (1e-6)
HVAC_mass_transport_energy.fds,13.141, 1.310E+01,1100,900,13
HVAC_tee_loss_1.fds,6.024, 5.882E+00,8000,189,3
HVAC_tee_loss_2.fds,6.322, 6.160E+00,8000,166,4
leak_test.fds,4.759, 4.701E+00,2000,336,6
leak_test_2.fds,7.120, 7.048E+00,2000,334,10
leak_enthalpy.fds,4.881, 4.826E+00,200,500,48
leak_test_4.fds,668.402, 6.476E+02,64000,376,26
HVAC_leak_exponent.fds,46.448, 4.620E+01,60,397,1939
layer_1mesh.fds,172.158, 1.664E+02,8000,900,23
obst_sphere_mass_flux.fds,135.503, 6.197E+00,125000,4,12
obst_cylinder_mass_flux.fds,96.296, 6.140E+01,125000,88,5
obst_cone_mass_flux.fds,68.916, 4.349E+01,125000,57,6
obst_box_mass_flux.fds,76.904, 4.505E+01,125000,63,5
part_orientation_ramp.fds,44.792, 4.319E+01,8000,100,53
devc_interpolation_velocity.fds,43.733, 4.364E+01,25,900,1939
devc_interpolation_temperature.fds,54.532, 5.439E+01,25,900,2417
init_overlap.fds,4.024, 2.302E-01,1000,19,0
ns2d_16.fds,3.703, 3.639E+00,256,295,48
ns2d_16_nupt1.fds,3.036, 2.970E+00,256,227,51
ns2d_32.fds,13.576, 1.346E+01,1024,568,23
ns2d_32_nupt1.fds,13.075, 1.294E+01,1024,440,28
ns2d_64.fds,106.951, 1.063E+02,4096,900,28
ns2d_64_nupt1.fds,71.579, 7.102E+01,4096,946,18
ns2d_8.fds,2.249, 2.191E+00,64,156,219
ns2d_8_nupt1.fds,1.159, 1.090E+00,64,120,141
vort2d_40.fds,10.909, 1.077E+01,1600,360,18
vort2d_80.fds,88.291, 8.712E+01,6400,720,18
vort2d_160.fds,569.397, 5.574E+02,25600,900,24
vort2d_320.fds,2668.175, 2.519E+03,102400,900,27
isentropic.fds,589.467, 5.892E+02,40,900,16366
isentropic2.fds,541.903, 5.417E+02,40,900,15047
pressure_boundary.fds,3048.062, 3.036E+03,80000,900,42
pressure_rise.fds,159.753, 1.560E+02,60,900,2888
zone_break_fast.fds,112.208, 1.074E+02,30000,600,5
zone_break_slow.fds,115.711, 1.107E+02,30000,600,6
zone_break_fast_ulmat.fds,138.078, 1.326E+02,30000,600,7
zone_break_slow_ulmat.fds,140.995, 1.354E+02,30000,600,7
obst_coarse_fine_interface.fds,3.283, 3.809E-01,12,43,0
dancing_eddies_1mesh.fds,768.652, 7.653E+02,12000,900,70
opening_ulmat.fds,1.130, 1.052E+00,512,57,36
cable_11_insulation_mcc.fds,8.386, 8.332E+00,12,900,771
cable_23_insulation_mcc.fds,9.932, 9.875E+00,12,900,914
cable_701_insulation_mcc.fds,8.031, 7.974E+00,12,900,738
cable_11_jacket_mcc.fds,9.804, 9.744E+00,12,900,902
cable_23_jacket_mcc.fds,8.217, 8.155E+00,12,900,755
cable_701_jacket_mcc.fds,8.084, 8.022E+00,12,900,742
cell_burn_away.fds,20.317, 1.507E+01,125,900,133
birch_tga_1step_2.fds,3.963, 3.255E+00,12,900,301
birch_tga_1step_20.fds,1.077, 3.609E-01,12,900,0
enthalpy.fds,6.451, 2.881E+00,36,900,88
ice_cube.fds,66.116, 6.036E+01,1000,900,67
liquid_mixture.fds,26.869, 2.477E+01,1000,900,27
part_baking_soda_420K.fds,4.963, 4.393E+00,125,900,39
part_baking_soda_450K.fds,4.941, 4.329E+00,125,900,38
part_baking_soda_500K.fds,4.410, 3.845E+00,125,900,34
pyrolysis_1.fds,4.432, 4.378E+00,12,900,405
pyrolysis_2.fds,4.454, 4.353E+00,12,900,403
specified_hrr.fds,6.056, 7.508E-01,36,323,0
shrink_swell.fds,1.955, 2.133E-01,18,150,0
spyro_cone_demo.fds,2.663, 2.424E+00,16,900,168
spyro_cone_demo_2.fds,1.085, 9.907E-01,16,900,0
spyro_cone_demo_3.fds,0.541, 2.993E-01,9,900,0
surf_mass_vent_liquid_fuel.fds,75.744, 6.944E+01,216,900,357
surf_mass_vent_liquid_fuel_nonconforming.fds,58.224, 5.193E+01,125,900,461
surf_mass_part_char_cart_fuel.fds,67.533, 6.193E+01,216,900,318
surf_mass_part_char_cart_gas.fds,58.480, 5.522E+01,216,900,284
surf_mass_part_char_cyl_fuel.fds,37.019, 3.134E+01,216,900,161
surf_mass_part_char_cyl_gas.fds,37.392, 3.174E+01,216,900,163
surf_mass_part_char_spher_fuel.fds,37.795, 3.131E+01,216,900,161
surf_mass_part_char_spher_gas.fds,45.290, 3.842E+01,216,900,197
surf_mass_part_nonchar_cart_fuel.fds,45.888, 3.909E+01,216,900,201
surf_mass_part_nonchar_cart_gas.fds,37.364, 3.346E+01,216,900,172
surf_mass_part_nonchar_cyl_fuel.fds,35.679, 3.012E+01,216,900,154
surf_mass_part_nonchar_cyl_gas.fds,35.810, 3.186E+01,216,900,163
surf_mass_part_nonchar_spher_fuel.fds,36.076, 3.035E+01,216,900,156
surf_mass_part_nonchar_spher_gas.fds,29.925, 2.665E+01,216,900,137
surf_mass_vent_char_cart_fuel.fds,64.077, 5.843E+01,216,900,300
surf_mass_vent_char_cart_gas.fds,63.126, 5.920E+01,216,900,304
surf_mass_vent_char_cyl_fuel.fds,39.119, 3.260E+01,216,900,167
surf_mass_vent_char_cyl_gas.fds,33.762, 2.988E+01,216,900,153
surf_mass_vent_char_spher_fuel.fds,35.990, 3.043E+01,216,900,156
surf_mass_vent_char_spher_gas.fds,32.708, 2.883E+01,216,900,148
surf_mass_vent_nonchar_cart_fuel.fds,72.587, 6.592E+01,216,900,339
surf_mass_vent_nonchar_cart_gas.fds,60.329, 5.651E+01,216,900,290
surf_mass_vent_nonchar_cyl_fuel.fds,51.774, 4.614E+01,216,900,237
surf_mass_vent_nonchar_cyl_gas.fds,51.483, 4.751E+01,216,900,244
surf_mass_vent_nonchar_spher_fuel.fds,36.625, 3.103E+01,216,900,159
surf_mass_vent_nonchar_spher_gas.fds,29.418, 2.617E+01,216,900,134
surf_mass_part_specified.fds,10.297, 6.937E+00,216,900,35
surf_mass_two_species_cart.fds,89.363, 8.291E+01,64,900,1439
surf_mass_two_species_cyl.fds,84.797, 7.955E+01,64,900,1381
surf_mass_two_species_spher.fds,83.217, 7.794E+01,64,900,1353
tga_sample.fds,4.666, 4.618E+00,12,900,427
two_step_solid_reaction.fds,1.137, 1.086E+00,36,900,33
water_pool.fds,377.565, 3.736E+02,5000,900,83
matl_e_cons_1.fds,0.056, 1.482E-02,64,10,0
matl_e_cons_2.fds,0.061, 1.676E-02,64,10,0
matl_e_cons_3.fds,0.467, 1.938E-02,64,10,0
matl_e_cons_4.fds,0.070, 1.667E-02,64,10,0
matl_e_cons_5.fds,0.066, 1.819E-02,64,10,0
matl_e_cons_6.fds,0.066, 1.534E-02,64,10,0
matl_e_cons_7.fds,0.071, 1.822E-02,64,10,0
matl_e_cons_8.fds,0.071, 1.795E-02,64,10,0
matl_e_cons_9.fds,0.074, 1.562E-02,64,10,0
adiabatic_surface_temperature.fds,138.816, 1.355E+02,8000,900,18
droplet_absorption_cart.fds,6.272, 1.787E+00,27,900,73
droplet_absorption_cyl.fds,5.451, 9.723E-01,9,900,0
emissivity.fds,10.609, 7.121E+00,36,900,219
hot_spheres.fds,46.664, 3.788E+01,40,126,7515
part_attenuation.fds,45.205, 1.279E+01,50,13,19676
plate_view_factor_2D_30.fds,3.841, 3.170E-01,200,100,0
plate_view_factor_2D_60.fds,3.768, 2.645E-01,200,100,0
plate_view_factor_2D_100.fds,3.497, 5.779E-01,200,100,0
plate_view_factor_cart_30.fds,3.147, 2.098E-01,4000,10,0
plate_view_factor_cart_60.fds,3.303, 2.339E-01,4000,10,0
plate_view_factor_cart_100.fds,3.940, 2.747E-01,4000,10,0
plate_view_factor_cyl_30.fds,4.945, 1.471E+00,100,900,16
plate_view_factor_cyl_60.fds,4.980, 1.497E+00,100,900,16
plate_view_factor_cyl_100.fds,5.112, 1.575E+00,100,900,17
plate_view_factor_ibm_30.fds,745.026, 1.289E+02,1000000,10,12
plate_view_factor_ibm_60.fds,701.841, 1.386E+02,1000000,10,13
plate_view_factor_ibm_100.fds,693.144, 1.352E+02,1000000,10,13
radiating_polygon_square_20.fds,3.271, 2.058E-01,11520,1,0
radiating_polygon_square_40.fds,11.063, 6.420E+00,92160,1,69
radiating_polygon_square_80.fds,202.899, 1.808E+02,737280,1,245
radiation_box_100_1000.fds,192.365, 1.666E+02,1000000,1,166
radiation_box_100__100.fds,69.692, 1.524E+01,1000000,1,15
radiation_box_100_2000.fds,383.058, 3.505E+02,1000000,1,350
radiation_box_100__300.fds,239.569, 5.325E+01,1000000,1,53
radiation_box_100___50.fds,51.839, 9.924E+00,1000000,1,9
radiation_box__20_1000.fds,8.881, 1.312E+00,8000,1,164
radiation_box__20__100.fds,3.457, 1.421E-01,8000,1,0
radiation_box__20_2000.fds,13.371, 2.064E+00,8000,1,258
radiation_box__20__300.fds,4.826, 3.275E-01,8000,1,0
radiation_box__20___50.fds,3.110, 7.274E-02,8000,1,0
radiation_plane_layer_1_1.fds,3.407, 1.465E-01,8000,1,0
radiation_plane_layer_1_2.fds,12.402, 7.448E-01,8000,1,0
radiation_plane_layer_1_3.fds,3.644, 1.058E-02,400,1,0
radiation_plane_layer_1_4.fds,9.421, 2.526E-02,400,1,0
radiation_plane_layer_1_5.fds,8.855, 1.279E+00,60000,1,21
radiation_plane_layer_2_1.fds,4.258, 1.774E-01,8000,1,0
radiation_plane_layer_2_2.fds,11.883, 6.681E-01,8000,1,0
radiation_plane_layer_2_3.fds,2.867, 9.093E-03,400,1,0
radiation_plane_layer_2_4.fds,9.170, 2.718E-02,400,1,0
radiation_plane_layer_2_5.fds,7.445, 1.105E+00,60000,1,18
radiation_plane_layer_3_1.fds,4.284, 1.878E-01,8000,1,0
radiation_plane_layer_3_2.fds,11.426, 6.514E-01,8000,1,0
radiation_plane_layer_3_3.fds,3.495, 1.043E-02,400,1,0
radiation_plane_layer_3_4.fds,11.378, 2.952E-02,400,1,0
radiation_plane_layer_3_5.fds,7.929, 1.161E+00,60000,1,19
radiation_plane_layer_4_1.fds,3.361, 1.413E-01,8000,1,0
radiation_plane_layer_4_2.fds,11.087, 4.819E-01,8000,1,0
radiation_plane_layer_4_3.fds,2.878, 8.109E-03,400,1,0
radiation_plane_layer_4_4.fds,9.136, 2.371E-02,400,1,0
radiation_plane_layer_4_5.fds,8.971, 1.270E+00,60000,1,21
radiation_plane_layer_5_1.fds,3.952, 1.488E-01,8000,1,0
radiation_plane_layer_5_2.fds,14.833, 8.002E-01,8000,1,0
radiation_plane_layer_5_3.fds,2.931, 9.179E-03,400,1,0
radiation_plane_layer_5_4.fds,11.176, 3.051E-02,400,1,0
radiation_plane_layer_5_5.fds,8.968, 1.275E+00,60000,1,21
radiation_plane_layer_6_1.fds,3.419, 1.419E-01,8000,1,0
radiation_plane_layer_6_2.fds,12.040, 6.764E-01,8000,1,0
radiation_plane_layer_6_3.fds,2.892, 9.397E-03,400,1,0
radiation_plane_layer_6_4.fds,9.162, 2.419E-02,400,1,0
radiation_plane_layer_6_5.fds,7.852, 1.171E+00,60000,1,19
radiation_shield.fds,66.535, 6.362E+01,1000,900,70
target_test.fds,10.917, 6.652E+00,50,13,10233
thermocouples.fds,93.931, 9.006E+01,8000,900,12
TC_heating.fds,231.822, 2.280E+02,8000,900,31
TC_view_factor.fds,106.113, 1.020E+02,8000,900,14
wall_internal_radiation.fds,2.909, 2.734E-03,60,1,0
net_rad_1000_cgeom.fds,649.504, 4.593E+02,288000,10,159
net_rad_1000_obst.fds,380.550, 2.873E+02,216000,10,133
restart_test1a.fds,58.747
61.729, 5.457E+01,8192,763,8
geom_restart_base_case.fds,246.728, 2.431E+02,1000,900,270
geom_ls_restart_base_case.fds,103.002, 9.522E+01,12500,382,19
clocks_restart_a.fds,80.440
38.440, 3.199E+01,8000,900,4
clocks_restart_base_case.fds,70.507, 6.478E+01,8000,900,8
burke_schumann.fds,0.483, 1.408E-01,60,2,0
FED_FIC.fds,17.159, 1.265E+01,500,900,28
FED_FIC_SMIX.fds,11.487, 7.028E+00,500,900,15
FED_CO_HCN.fds,7.379, 2.151E+00,125,900,19
FED_moving.fds,3.465, 5.987E-01,1331,40,0
mass_flux_comparison.fds,592.108, 5.858E+02,40000,900,16
methane_flame_simple.fds,32.440, 2.601E+01,2000,900,14
methane_flame_simple_2.fds,31.662, 2.532E+01,2000,900,14
methane_flame_primitive.fds,35.801, 3.119E+01,2000,900,17
methane_flame_primitive_2.fds,35.847, 3.197E+01,2000,900,17
methane_flame_lumped.fds,37.982, 3.253E+01,2000,900,18
methane_flame_lumped_fuel.fds,31.302, 2.668E+01,2000,900,14
methane_flame_lumped_ox.fds,32.550, 2.795E+01,2000,900,15
propane_flame_2reac.fds,145.639, 1.375E+02,32640,463,9
propane_flame_2reac_simple.fds,140.445, 1.323E+02,32640,463,8
multiple_reac_hrrpua.fds,10.284, 2.562E+00,1000,145,17
multiple_reac_n_simple.fds,7.834, 5.283E-01,30,10,0
reactionrate_arrhenius_0order_1step.fds,18.073, 1.525E+01,64,900,264
reactionrate_arrhenius_2order_1step.fds,5.660, 1.089E+00,512,100,21
reactionrate_arrhenius_1p75order_2step.fds,6.819, 2.438E+00,512,200,23
reactionrate_arrhenius_1p75order_2stepr.fds,6.824, 2.461E+00,512,200,24
reactionrate_arrhenius_equilibrium.fds,31.593, 3.155E+01,16,900,2190
reactionrate_EDC_1step_CH4_nonmix.fds,14.139, 1.409E+01,100,900,156
reactionrate_EDC_flim_1step_C3H8.fds,1.586, 1.531E+00,512,200,14
reactionrate_EDC_flim_1step_CH4.fds,1.619, 1.565E+00,512,200,15
reactionrate_EDC_flim_2step.fds,5.515, 1.139E-01,16,100,0
reactionrate_EDC_O2lim_1step.fds,4.144, 1.628E-01,512,20,0
reactionrate_EDC_O2lim_2fuel_prim.fds,5.396, 1.106E-01,16,100,0
reactionrate_EDC_O2lim_2fuel_lump.fds,5.417, 9.455E-02,16,100,0
reactionrate_fast_slow.fds,117.065, 1.121E+02,8000,999,14
reactionrate_lumped_two_air.fds,3.673, 6.930E-02,16,100,0
reactionrate_lumped_two_air_2.fds,3.639, 7.104E-02,16,100,0
reactionrate_series_reaction.fds,5.405, 3.885E-03,16,2,0
pvc_combustion.fds,5.677, 1.939E-01,16,200,0
hrrpuv_reac_simple.fds,201.448, 1.910E+02,100000,318,6
hrrpuv_reac_extinction.fds,207.308, 1.976E+02,100000,318,6
hrrpuv_reac_single.fds,187.040, 1.782E+02,100000,314,5
hrrpuv_reac_parallel.fds,198.640, 1.897E+02,100000,294,6
hrrpuv_reac_parallel_2.fds,220.827, 2.101E+02,100000,295,7
hrrpuv_reac_series.fds,458.661, 4.477E+02,100000,465,9
hrrpuv_reac_soot.fds,8.205, 2.908E+00,400,170,42
hrrpuv_reac_arrhenius.fds,3.057, 2.847E-01,64,80,0
ramp_chi_r.fds,38.507, 3.311E+01,4096,900,8
bound_test_1.fds,0.052, 1.082E-02,16,10,0
bound_test_2.fds,0.062, 1.257E-02,16,10,0
species_props.fds,0.165, 5.203E-02,20,2,0
condensation_1.fds,0.262, 2.218E-01,125,100,0
condensation_2.fds,2.341, 2.309E+00,125,900,20
condensation_3.fds,5.223, 5.937E-01,20,10,0
wall_cond.fds,53.356, 5.329E+01,27,900,2193
humidity.fds,3.533, 7.555E-03,64,3,0
mass_flux_wall_yindex.fds,465.320, 4.613E+02,8000,900,64
mass_flux_wall_zindex.fds,453.306, 4.493E+02,8000,900,62
mass_balance_gas_volume.fds,397.654, 3.943E+02,8000,900,54
mass_balance_reac_2.fds,341.475, 3.308E+02,160,400,5168
activate_sprinklers.fds,26.583, 2.651E+01,2100,900,14
adiabatic_surf_temp_spray.fds,225.056, 2.180E+02,8000,900,30
bucket_test_2.fds,94.342, 8.509E+01,62500,246,5
bucket_test_3.fds,45.082, 3.971E+01,8000,900,5
bucket_test_4.fds,206.686, 2.066E+02,8000,900,28
cannon_ball.fds,3.897, 4.176E-01,9000,5,0
cascade.fds,223.352, 2.230E+02,14336,938,16
